"Step","OGD - TrainLoss","OGD - TrainLoss__MIN","OGD - TrainLoss__MAX","Sadam - TrainLoss","Sadam - TrainLoss__MIN","Sadam - TrainLoss__MAX","SCRms - TrainLoss","SCRms - TrainLoss__MIN","SCRms - TrainLoss__MAX","SCadagrad - TrainLoss","SCadagrad - TrainLoss__MIN","SCadagrad - TrainLoss__MAX","Amsgrad - TrainLoss","Amsgrad - TrainLoss__MIN","Amsgrad - TrainLoss__MAX","Adam - TrainLoss","Adam - TrainLoss__MIN","Adam - TrainLoss__MAX"
"0","824.1046527773142","824.1046527773142","824.1046527773142","202.3270664429292","202.3270664429292","202.3270664429292","302.0468160100281","302.0468160100281","302.0468160100281","300.52444006316364","300.52444006316364","300.52444006316364","219.08110399451107","219.08110399451107","219.08110399451107","218.92342671891674","218.92342671891674","218.92342671891674"
"1","298.3724989518523","298.3724989518523","298.3724989518523","77.41578213474713","77.41578213474713","77.41578213474713","101.09153098240495","101.09153098240495","101.09153098240495","98.70262490864843","98.70262490864843","98.70262490864843","84.37707433151081","84.37707433151081","84.37707433151081","85.21167875919491","85.21167875919491","85.21167875919491"
"2","216.59390813857317","216.59390813857317","216.59390813857317","58.86723865987733","58.86723865987733","58.86723865987733","77.1449909619987","77.1449909619987","77.1449909619987","75.95968305459246","75.95968305459246","75.95968305459246","65.04109905986115","65.04109905986115","65.04109905986115","65.14968629134819","65.14968629134819","65.14968629134819"
"3","167.40056466311216","167.40056466311216","167.40056466311216","50.15170331345871","50.15170331345871","50.15170331345871","62.11541321268305","62.11541321268305","62.11541321268305","61.26459119678475","61.26459119678475","61.26459119678475","54.226494329748675","54.226494329748675","54.226494329748675","56.73439455637708","56.73439455637708","56.73439455637708"
"4","143.4745645672083","143.4745645672083","143.4745645672083","42.27801215124782","42.27801215124782","42.27801215124782","54.19329870084766","54.19329870084766","54.19329870084766","53.75588246260304","53.75588246260304","53.75588246260304","46.135378917853814","46.135378917853814","46.135378917853814","48.3466609417228","48.3466609417228","48.3466609417228"
"5","124.72960856370628","124.72960856370628","124.72960856370628","37.38734048284823","37.38734048284823","37.38734048284823","49.11576283001341","49.11576283001341","49.11576283001341","49.33596499543637","49.33596499543637","49.33596499543637","40.5450725730625","40.5450725730625","40.5450725730625","43.32467771222582","43.32467771222582","43.32467771222582"
"6","111.08244520518929","111.08244520518929","111.08244520518929","32.523878480133135","32.523878480133135","32.523878480133135","45.36739588645287","45.36739588645287","45.36739588645287","44.62228861404583","44.62228861404583","44.62228861404583","34.6105037847592","34.6105037847592","34.6105037847592","34.933504168802756","34.933504168802756","34.933504168802756"
"7","100.65734880324453","100.65734880324453","100.65734880324453","30.339832023106283","30.339832023106283","30.339832023106283","40.59116675821133","40.59116675821133","40.59116675821133","39.91481067892164","39.91481067892164","39.91481067892164","30.696126797847683","30.696126797847683","30.696126797847683","33.81161961297039","33.81161961297039","33.81161961297039"
"8","92.88493698090315","92.88493698090315","92.88493698090315","28.571613528416492","28.571613528416492","28.571613528416492","38.69015331962146","38.69015331962146","38.69015331962146","37.57497377623804","37.57497377623804","37.57497377623804","30.63481198842055","30.63481198842055","30.63481198842055","31.99177805375075","31.99177805375075","31.99177805375075"
"9","85.47283964045346","85.47283964045346","85.47283964045346","24.988203050132142","24.988203050132142","24.988203050132142","34.51743252610322","34.51743252610322","34.51743252610322","34.00735624274239","34.00735624274239","34.00735624274239","27.303007323964266","27.303007323964266","27.303007323964266","27.61083913627226","27.61083913627226","27.61083913627226"
"10","81.26324855769053","81.26324855769053","81.26324855769053","23.20368169719586","23.20368169719586","23.20368169719586","32.05493949900847","32.05493949900847","32.05493949900847","32.06364986533299","32.06364986533299","32.06364986533299","24.715009129227838","24.715009129227838","24.715009129227838","25.340976231664172","25.340976231664172","25.340976231664172"
"11","77.8825113074854","77.8825113074854","77.8825113074854","24.333893720839114","24.333893720839114","24.333893720839114","32.31631106528221","32.31631106528221","32.31631106528221","33.85997620836133","33.85997620836133","33.85997620836133","25.24617612126167","25.24617612126167","25.24617612126167","25.994479176784807","25.994479176784807","25.994479176784807"
"12","73.08526372769848","73.08526372769848","73.08526372769848","20.523609081079485","20.523609081079485","20.523609081079485","29.646508937119506","29.646508937119506","29.646508937119506","30.001953753293492","30.001953753293492","30.001953753293492","21.1987800402203","21.1987800402203","21.1987800402203","24.22968238753674","24.22968238753674","24.22968238753674"
"13","68.82690542656928","68.82690542656928","68.82690542656928","21.045079545852786","21.045079545852786","21.045079545852786","28.24664918385679","28.24664918385679","28.24664918385679","27.894512438739184","27.894512438739184","27.894512438739184","20.93980618598289","20.93980618598289","20.93980618598289","25.0664937755937","25.0664937755937","25.0664937755937"
"14","65.04385508480482","65.04385508480482","65.04385508480482","18.649712624028325","18.649712624028325","18.649712624028325","25.75756592565449","25.75756592565449","25.75756592565449","25.94997026497731","25.94997026497731","25.94997026497731","20.32374802774575","20.32374802774575","20.32374802774575","20.2259178581553","20.2259178581553","20.2259178581553"
"15","63.57459260802716","63.57459260802716","63.57459260802716","17.84999861282995","17.84999861282995","17.84999861282995","25.18620024327538","25.18620024327538","25.18620024327538","25.481634448748082","25.481634448748082","25.481634448748082","18.725918189131335","18.725918189131335","18.725918189131335","20.389926687923435","20.389926687923435","20.389926687923435"
"16","60.41381154768169","60.41381154768169","60.41381154768169","17.837249870150117","17.837249870150117","17.837249870150117","24.933422401169082","24.933422401169082","24.933422401169082","25.74085951410234","25.74085951410234","25.74085951410234","16.981617218247266","16.981617218247266","16.981617218247266","19.448234779338236","19.448234779338236","19.448234779338236"
"17","59.10279419738799","59.10279419738799","59.10279419738799","15.94571041745803","15.94571041745803","15.94571041745803","23.984810984838987","23.984810984838987","23.984810984838987","23.61573212724761","23.61573212724761","23.61573212724761","16.747754023512243","16.747754023512243","16.747754023512243","19.179884331591893","19.179884331591893","19.179884331591893"
"18","55.120285731740296","55.120285731740296","55.120285731740296","14.866633739453391","14.866633739453391","14.866633739453391","21.593028982533724","21.593028982533724","21.593028982533724","21.37676717469003","21.37676717469003","21.37676717469003","15.02069788636436","15.02069788636436","15.02069788636436","17.242391869422136","17.242391869422136","17.242391869422136"
"19","56.00437064259313","56.00437064259313","56.00437064259313","14.85990437300643","14.85990437300643","14.85990437300643","21.381280610483373","21.381280610483373","21.381280610483373","21.346151275734883","21.346151275734883","21.346151275734883","16.822368696070043","16.822368696070043","16.822368696070043","20.225249386496216","20.225249386496216","20.225249386496216"
"20","52.17409333889373","52.17409333889373","52.17409333889373","14.661268625801313","14.661268625801313","14.661268625801313","19.90461815916933","19.90461815916933","19.90461815916933","19.73864133786992","19.73864133786992","19.73864133786992","15.109183488515555","15.109183488515555","15.109183488515555","14.661395048533223","14.661395048533223","14.661395048533223"
"21","51.66367363848258","51.66367363848258","51.66367363848258","13.475934942856838","13.475934942856838","13.475934942856838","20.565665538684698","20.565665538684698","20.565665538684698","20.500649319030344","20.500649319030344","20.500649319030344","15.54298663742884","15.54298663742884","15.54298663742884","16.363285223310186","16.363285223310186","16.363285223310186"
"22","49.953106791945174","49.953106791945174","49.953106791945174","14.837885104334418","14.837885104334418","14.837885104334418","20.261269203125266","20.261269203125266","20.261269203125266","19.885442808590597","19.885442808590597","19.885442808590597","14.128060251954594","14.128060251954594","14.128060251954594","15.487795416371227","15.487795416371227","15.487795416371227"
"23","48.83492920757271","48.83492920757271","48.83492920757271","12.83706070536573","12.83706070536573","12.83706070536573","19.204972967272624","19.204972967272624","19.204972967272624","19.253009294887306","19.253009294887306","19.253009294887306","12.462933046081162","12.462933046081162","12.462933046081162","16.38757089124738","16.38757089124738","16.38757089124738"
"24","46.50047429278493","46.50047429278493","46.50047429278493","12.466968997716322","12.466968997716322","12.466968997716322","18.447219748370117","18.447219748370117","18.447219748370117","18.636491792392917","18.636491792392917","18.636491792392917","13.191327953154541","13.191327953154541","13.191327953154541","15.82404816184112","15.82404816184112","15.82404816184112"
"25","44.183404279639944","44.183404279639944","44.183404279639944","11.67257767655974","11.67257767655974","11.67257767655974","17.133423097111518","17.133423097111518","17.133423097111518","18.04483383464685","18.04483383464685","18.04483383464685","12.592282239474116","12.592282239474116","12.592282239474116","14.243872114052465","14.243872114052465","14.243872114052465"
"26","43.575826321030036","43.575826321030036","43.575826321030036","11.258804483206404","11.258804483206404","11.258804483206404","16.327259634897928","16.327259634897928","16.327259634897928","16.68017291027354","16.68017291027354","16.68017291027354","10.953081688862312","10.953081688862312","10.953081688862312","13.688228117424387","13.688228117424387","13.688228117424387"
"27","42.8902946813032","42.8902946813032","42.8902946813032","11.564362849141617","11.564362849141617","11.564362849141617","16.3187020419864","16.3187020419864","16.3187020419864","16.09900840788032","16.09900840788032","16.09900840788032","11.445267219038897","11.445267219038897","11.445267219038897","13.759951887567695","13.759951887567695","13.759951887567695"
"28","42.775296344421804","42.775296344421804","42.775296344421804","11.501706658154944","11.501706658154944","11.501706658154944","16.72922763056704","16.72922763056704","16.72922763056704","17.246758192792186","17.246758192792186","17.246758192792186","11.868470449403986","11.868470449403986","11.868470449403986","14.237901571442762","14.237901571442762","14.237901571442762"
"29","39.69315045635449","39.69315045635449","39.69315045635449","10.264925910629245","10.264925910629245","10.264925910629245","14.602957568436977","14.602957568436977","14.602957568436977","14.961264690682583","14.961264690682583","14.961264690682583","11.23350134435941","11.23350134435941","11.23350134435941","12.636420674182318","12.636420674182318","12.636420674182318"
"30","41.128004987724125","41.128004987724125","41.128004987724125","10.125716447275408","10.125716447275408","10.125716447275408","15.625318777645589","15.625318777645589","15.625318777645589","16.280076143768383","16.280076143768383","16.280076143768383","10.644002994310995","10.644002994310995","10.644002994310995","13.0435713818447","13.0435713818447","13.0435713818447"
"31","36.998727297002915","36.998727297002915","36.998727297002915","10.014514177757519","10.014514177757519","10.014514177757519","13.955598762928275","13.955598762928275","13.955598762928275","13.652837290959724","13.652837290959724","13.652837290959724","10.688350829826732","10.688350829826732","10.688350829826732","10.573137389888416","10.573137389888416","10.573137389888416"
"32","38.286346331005916","38.286346331005916","38.286346331005916","9.143204867406894","9.143204867406894","9.143204867406894","13.35925637735636","13.35925637735636","13.35925637735636","13.817340897963732","13.817340897963732","13.817340897963732","11.741319214478608","11.741319214478608","11.741319214478608","11.575764363931057","11.575764363931057","11.575764363931057"
"33","37.83105608727783","37.83105608727783","37.83105608727783","10.215967961434671","10.215967961434671","10.215967961434671","13.768866324491682","13.768866324491682","13.768866324491682","14.010248791433696","14.010248791433696","14.010248791433696","11.236077657422356","11.236077657422356","11.236077657422356","14.216596726720127","14.216596726720127","14.216596726720127"
"34","34.56308809906477","34.56308809906477","34.56308809906477","10.052850238032988","10.052850238032988","10.052850238032988","13.204110907616268","13.204110907616268","13.204110907616268","13.698058210229647","13.698058210229647","13.698058210229647","11.292609885815182","11.292609885815182","11.292609885815182","12.984102931918983","12.984102931918983","12.984102931918983"
"35","35.58683889708482","35.58683889708482","35.58683889708482","9.761301682206977","9.761301682206977","9.761301682206977","14.07190433514188","14.07190433514188","14.07190433514188","14.217190468072658","14.217190468072658","14.217190468072658","11.281339531885237","11.281339531885237","11.281339531885237","13.438036192530035","13.438036192530035","13.438036192530035"
"36","35.249741133418866","35.249741133418866","35.249741133418866","9.365012468735586","9.365012468735586","9.365012468735586","13.339158237467927","13.339158237467927","13.339158237467927","12.813506779421004","12.813506779421004","12.813506779421004","9.460111882664023","9.460111882664023","9.460111882664023","10.38262932688167","10.38262932688167","10.38262932688167"
"37","34.570489157224074","34.570489157224074","34.570489157224074","8.668277153166855","8.668277153166855","8.668277153166855","12.71482777536221","12.71482777536221","12.71482777536221","12.281633356164093","12.281633356164093","12.281633356164093","10.034466701185465","10.034466701185465","10.034466701185465","11.749305268811668","11.749305268811668","11.749305268811668"
"38","32.88449518586276","32.88449518586276","32.88449518586276","8.892128968764155","8.892128968764155","8.892128968764155","12.543095290791825","12.543095290791825","12.543095290791825","13.107183879241347","13.107183879241347","13.107183879241347","10.118632155578098","10.118632155578098","10.118632155578098","11.634163700600936","11.634163700600936","11.634163700600936"
"39","32.09032613073941","32.09032613073941","32.09032613073941","8.772219512124138","8.772219512124138","8.772219512124138","12.132893478636106","12.132893478636106","12.132893478636106","11.908271605792834","11.908271605792834","11.908271605792834","9.200300772847413","9.200300772847413","9.200300772847413","11.470016447328135","11.470016447328135","11.470016447328135"
"40","31.449741734104464","31.449741734104464","31.449741734104464","8.732022878515636","8.732022878515636","8.732022878515636","11.217566667415667","11.217566667415667","11.217566667415667","11.073382282906095","11.073382282906095","11.073382282906095","9.176006928961442","9.176006928961442","9.176006928961442","9.647437621518122","9.647437621518122","9.647437621518122"
"41","31.59102049039211","31.59102049039211","31.59102049039211","8.521309394408945","8.521309394408945","8.521309394408945","12.044629433563387","12.044629433563387","12.044629433563387","12.73924423250719","12.73924423250719","12.73924423250719","8.68325969309251","8.68325969309251","8.68325969309251","11.597093305230601","11.597093305230601","11.597093305230601"
"42","30.958492544305045","30.958492544305045","30.958492544305045","8.355858863284311","8.355858863284311","8.355858863284311","11.11584339413821","11.11584339413821","11.11584339413821","11.456726889260608","11.456726889260608","11.456726889260608","9.511059130476951","9.511059130476951","9.511059130476951","10.068173100262129","10.068173100262129","10.068173100262129"
"43","29.783014628716046","29.783014628716046","29.783014628716046","8.330654907074859","8.330654907074859","8.330654907074859","11.414515232634585","11.414515232634585","11.414515232634585","11.047274227516027","11.047274227516027","11.047274227516027","8.591360179238677","8.591360179238677","8.591360179238677","9.999363213132995","9.999363213132995","9.999363213132995"
"44","29.638455662992783","29.638455662992783","29.638455662992783","7.963921378064697","7.963921378064697","7.963921378064697","11.179829480694025","11.179829480694025","11.179829480694025","11.249197518620349","11.249197518620349","11.249197518620349","9.78773120546066","9.78773120546066","9.78773120546066","11.103827854108658","11.103827854108658","11.103827854108658"
"45","30.562926311569754","30.562926311569754","30.562926311569754","7.7716971545114575","7.7716971545114575","7.7716971545114575","11.096431833284441","11.096431833284441","11.096431833284441","11.012806667546101","11.012806667546101","11.012806667546101","7.107222432105118","7.107222432105118","7.107222432105118","9.968070622981813","9.968070622981813","9.968070622981813"
"46","28.771701188583393","28.771701188583393","28.771701188583393","7.106457212858459","7.106457212858459","7.106457212858459","10.961898440255027","10.961898440255027","10.961898440255027","11.124005072346336","11.124005072346336","11.124005072346336","8.849033544257964","8.849033544257964","8.849033544257964","9.165062749142919","9.165062749142919","9.165062749142919"
"47","29.91455930954544","29.91455930954544","29.91455930954544","7.438909627397152","7.438909627397152","7.438909627397152","10.622013928325032","10.622013928325032","10.622013928325032","10.929339397567674","10.929339397567674","10.929339397567674","9.766573094429077","9.766573094429077","9.766573094429077","11.056880894470453","11.056880894470453","11.056880894470453"
"48","27.840271210385254","27.840271210385254","27.840271210385254","7.50442828459245","7.50442828459245","7.50442828459245","10.20916914118061","10.20916914118061","10.20916914118061","10.6811917222185","10.6811917222185","10.6811917222185","7.808752641676392","7.808752641676392","7.808752641676392","9.606200012473153","9.606200012473153","9.606200012473153"
"49","26.35890088364249","26.35890088364249","26.35890088364249","7.893864652658067","7.893864652658067","7.893864652658067","10.483515589916351","10.483515589916351","10.483515589916351","10.91199430765846","10.91199430765846","10.91199430765846","8.516050817474706","8.516050817474706","8.516050817474706","11.06251904611645","11.06251904611645","11.06251904611645"